Time ( s )	Y (  )
1.2890	287.264
1.2900	287.065
1.2910	287.065
1.2920	287.065
1.2930	287.065
1.2940	286.866
1.2950	286.667
1.2960	286.667
1.2970	286.667
1.2980	286.667
1.2990	286.667
1.3000	286.667
1.3010	286.467
1.3020	286.467
1.3030	286.467
1.3040	286.467
1.3050	286.467
1.3060	286.467
1.3070	286.467
1.3080	286.467
1.3090	286.467
1.3100	286.467
1.3110	286.268
1.3120	286.268
1.3130	286.268
1.3140	286.268
1.3150	286.268
1.3160	286.268
1.3170	286.268
1.3180	286.268
1.3190	286.268
1.3200	286.268
1.3210	286.268
1.3220	286.268
1.3230	286.268
1.3240	286.268
1.3250	286.268
1.3260	286.268
1.3270	286.268
1.3280	286.268
1.3290	286.268
1.3300	286.268
1.3310	286.268
1.3320	286.268
1.3330	286.268
1.3340	286.268
1.3350	286.268
1.3360	286.268
1.3370	286.268
1.3380	286.268
1.3390	286.268
1.3400	286.268
1.3410	286.467
1.3420	286.268
1.3430	286.268
1.3440	286.268
1.3450	286.268
1.3460	286.268
1.3470	286.268
1.3480	286.268
1.3490	286.268
1.3500	286.268
1.3510	286.467
1.3520	286.467
1.3530	286.268
1.3540	286.268
1.3550	286.268
1.3560	286.268
1.3570	286.268
1.3580	286.268
1.3590	286.268
1.3600	286.268
1.3610	286.268
1.3620	286.467
1.3630	286.467
1.3640	286.467
1.3650	286.467
1.3660	286.467
1.3670	286.467
1.3680	286.467
1.3690	286.467
1.3700	286.667
1.3710	286.667
1.3720	286.667
1.3730	286.667
1.3740	286.667
1.3750	286.667
1.3760	286.667
1.3770	286.667
1.3780	286.667
1.3790	286.667
1.3800	286.667
1.3810	286.667
1.3820	286.667
1.3830	286.667
1.3840	286.667
1.3850	286.667
1.3860	286.667
1.3870	286.667
1.3880	286.667
1.3890	286.667
1.3900	286.667
1.3910	286.667
1.3920	286.667
1.3930	286.667
1.3940	286.667
1.3950	286.667
1.3960	286.667
1.3970	286.667
1.3980	286.667
1.3990	286.866
1.4000	286.866
1.4010	286.667
1.4020	286.667
1.4030	286.667
1.4040	286.667
1.4050	286.667
1.4060	286.866
1.4070	286.866
1.4080	286.866
1.4090	286.866
1.4100	286.866
1.4110	287.065
1.4120	286.866
1.4130	286.866
1.4140	286.866
1.4150	286.866
1.4160	286.866
1.4170	286.866
1.4180	287.065
1.4190	286.866
1.4200	286.866
1.4210	287.065
1.4220	286.866
1.4230	287.065
1.4240	287.065
1.4250	287.065
1.4260	287.065
1.4270	287.065
1.4280	287.065
1.4290	287.065
1.4300	287.065
1.4310	287.065
1.4320	287.065
1.4330	287.065
1.4340	287.065
1.4350	287.065
1.4360	287.264
1.4370	287.264
1.4380	287.264
1.4390	287.264
1.4400	287.264
1.4410	287.264
1.4420	287.264
1.4430	287.264
1.4440	287.264
1.4450	287.264
1.4460	287.264
1.4470	287.264
1.4480	287.264
1.4490	287.264
1.4500	287.264
1.4510	287.264
1.4520	287.464
1.4530	287.464
1.4540	287.464
1.4550	287.464
1.4560	287.264
1.4570	287.464
1.4580	287.464
1.4590	287.464
1.4600	287.464
1.4610	287.464
1.4620	287.464
1.4630	287.464
1.4640	287.464
1.4650	287.464
1.4660	287.464
1.4670	287.464
1.4680	287.464
1.4690	287.464
1.4700	287.464
1.4710	287.464
1.4720	287.464
1.4730	287.464
1.4740	287.464
1.4750	287.464
1.4760	287.464
1.4770	287.663
1.4780	287.663
1.4790	287.663
1.4800	287.663
1.4810	287.663
1.4820	287.663
1.4830	287.663
1.4840	287.663
