Time ( s )	Y (  )
0.9500	117.191
0.9510	117.191
0.9520	117.191
0.9530	117.191
0.9540	117.191
0.9550	117.191
0.9560	117.191
0.9570	117.191
0.9580	117.191
0.9590	117.191
0.9600	117.191
0.9610	117.191
0.9620	117.191
0.9630	117.191
0.9640	117.191
0.9650	117.191
0.9660	117.191
0.9670	117.191
0.9680	117.191
0.9690	117.191
0.9700	117.191
0.9710	117.191
0.9720	117.191
0.9730	117.191
0.9740	117.191
0.9750	117.191
0.9760	117.191
0.9770	117.191
0.9780	117.191
0.9790	117.191
0.9800	117.191
0.9810	117.191
0.9820	117.191
0.9830	117.191
0.9840	117.191
0.9850	117.191
0.9860	117.191
0.9870	117.191
0.9880	117.191
0.9890	117.191
0.9900	117.191
0.9910	117.191
0.9920	117.191
0.9930	117.191
0.9940	117.191
0.9950	117.191
0.9960	117.191
0.9970	117.191
0.9980	117.191
0.9990	117.191
1.0000	117.191
1.0010	117.191
1.0020	117.191
1.0030	117.191
1.0040	117.191
1.0050	117.191
1.0060	117.191
1.0070	117.191
1.0080	117.191
1.0090	117.191
1.0100	117.191
1.0110	117.191
1.0120	117.191
1.0130	117.191
1.0140	117.191
1.0150	117.191
1.0160	117.191
1.0170	117.191
1.0180	117.191
1.0190	117.191
1.0200	117.191
1.0210	117.191
1.0220	117.191
1.0230	117.191
1.0240	117.191
1.0250	117.191
1.0260	117.191
1.0270	117.191
1.0280	117.191
1.0290	117.191
1.0300	117.191
1.0310	117.191
1.0320	117.191
1.0330	117.191
1.0340	117.191
1.0350	117.679
1.0360	117.679
1.0370	117.679
1.0380	118.168
1.0390	118.168
1.0400	118.656
1.0410	119.144
1.0420	119.633
1.0430	120.121
1.0440	120.609
1.0450	121.097
1.0460	121.586
1.0470	122.562
1.0480	123.051
1.0490	124.027
1.0500	125.004
1.0510	125.492
1.0520	126.469
1.0530	127.445
1.0540	128.422
1.0550	129.398
1.0560	130.863
1.0570	131.840
1.0580	133.305
1.0590	134.770
1.0600	136.235
1.0610	137.700
1.0620	139.164
1.0630	141.118
1.0640	142.582
1.0650	144.536
1.0660	146.489
1.0670	148.442
1.0680	150.395
1.0690	152.348
1.0700	154.302
1.0710	156.743
1.0720	159.185
1.0730	161.626
1.0740	164.068
1.0750	166.509
1.0760	169.439
1.0770	171.880
1.0780	174.810
1.0790	177.740
1.0800	180.670
1.0810	183.599
1.0820	186.529
1.0830	189.947
1.0840	192.877
1.0850	196.295
1.0860	199.713
1.0870	203.131
1.0880	206.549
1.0890	209.967
1.0900	213.385
1.0910	217.292
1.0920	220.710
1.0930	224.616
1.0940	228.034
1.0950	231.452
1.0960	235.359
1.0970	239.265
1.0980	242.683
1.0990	246.101
1.1000	250.008
1.1010	252.937
1.1020	256.355
1.1030	259.285
1.1040	262.215
1.1050	265.633
1.1060	268.075
1.1070	270.516
1.1080	272.958
1.1090	274.911
1.1100	277.352
1.1110	278.817
1.1120	280.282
1.1130	281.747
1.1140	283.212
1.1150	284.188
1.1160	284.677
1.1170	285.165
1.1180	285.653
1.1190	285.653
1.1200	285.653
1.1210	285.165
1.1220	285.165
1.1230	284.677
1.1240	284.188
1.1250	283.700
1.1260	282.723
1.1270	281.747
1.1280	280.770
1.1290	279.305
1.1300	277.841
1.1310	275.887
1.1320	274.422
1.1330	272.469
1.1340	270.516
1.1350	269.051
1.1360	267.098
1.1370	265.145
1.1380	262.703
1.1390	260.750
1.1400	258.309
1.1410	255.867
1.1420	253.914
1.1430	251.473
1.1440	249.031
1.1450	246.590
1.1460	244.148
1.1470	242.195
1.1480	239.753
1.1490	236.824
1.1500	234.382
1.1510	232.429
1.1520	229.499
1.1530	227.058
1.1540	224.616
1.1550	222.175
1.1560	219.733
1.1570	217.292
1.1580	214.850
1.1590	212.409
1.1600	209.967
1.1610	208.014
1.1620	205.573
1.1630	203.131
1.1640	201.178
1.1650	199.225
1.1660	196.783
1.1670	194.830
1.1680	192.389
1.1690	190.435
1.1700	188.482
1.1710	186.529
1.1720	184.576
1.1730	182.623
1.1740	180.670
1.1750	178.716
1.1760	176.763
1.1770	174.810
1.1780	173.345
1.1790	171.392
1.1800	169.927
1.1810	167.974
1.1820	166.509
1.1830	164.556
1.1840	163.091
1.1850	161.626
1.1860	160.161
1.1870	158.208
1.1880	156.743
1.1890	155.278
1.1900	153.813
1.1910	152.348
1.1920	151.372
1.1930	149.907
1.1940	148.442
1.1950	146.977
1.1960	145.512
1.1970	144.536
1.1980	143.071
1.1990	142.094
1.2000	140.629
1.2010	139.653
1.2020	138.188
1.2030	137.211
1.2040	136.235
1.2050	134.770
1.2060	133.793
1.2070	132.817
1.2080	131.840
1.2090	130.863
1.2100	129.887
1.2110	128.910
1.2120	127.934
1.2130	126.957
1.2140	125.980
1.2150	125.004
1.2160	124.516
1.2170	123.539
1.2180	123.051
1.2190	122.074
1.2200	121.097
1.2210	120.609
1.2220	119.633
1.2230	119.144
1.2240	118.168
1.2250	117.679
1.2260	117.191
1.2270	116.703
1.2280	115.726
1.2290	115.238
1.2300	114.750
1.2310	114.261
1.2320	113.773
1.2330	113.285
1.2340	113.285
1.2350	112.796
1.2360	112.308
1.2370	111.820
1.2380	111.332
1.2390	110.843
1.2400	110.355
1.2410	110.355
1.2420	109.378
1.2430	109.378
1.2440	108.890
1.2450	108.402
1.2460	108.402
1.2470	107.913
1.2480	107.425
1.2490	107.425
1.2500	106.937
1.2510	106.449
1.2520	106.449
1.2530	105.960
1.2540	105.472
1.2550	105.472
1.2560	104.984
1.2570	104.984
1.2580	104.984
1.2590	104.495
1.2600	104.495
1.2610	104.007
1.2620	104.007
1.2630	104.007
1.2640	103.519
1.2650	103.519
1.2660	103.519
1.2670	103.519
1.2680	103.519
1.2690	103.519
1.2700	103.519
1.2710	103.519
1.2720	103.030
1.2730	103.030
1.2740	103.030
1.2750	103.030
1.2760	103.030
1.2770	103.030
1.2780	103.030
1.2790	103.030
1.2800	103.030
1.2810	103.030
1.2820	103.030
1.2830	103.030
1.2840	103.030
1.2850	103.030
1.2860	103.030
1.2870	103.030
1.2880	103.030
1.2890	103.519
1.2900	103.030
1.2910	103.030
1.2920	103.519
1.2930	103.519
1.2940	103.519
1.2950	103.519
1.2960	103.519
1.2970	103.519
1.2980	103.519
1.2990	103.519
1.3000	103.519
1.3010	103.519
1.3020	103.519
1.3030	103.519
1.3040	103.519
1.3050	103.519
1.3060	103.519
1.3070	103.519
1.3080	103.519
1.3090	103.519
1.3100	104.007
1.3110	103.519
1.3120	103.519
1.3130	104.007
1.3140	104.007
1.3150	104.007
1.3160	104.007
1.3170	104.007
1.3180	104.007
1.3190	104.007
1.3200	104.007
1.3210	104.007
1.3220	104.495
1.3230	104.007
1.3240	104.007
1.3250	104.007
1.3260	104.007
1.3270	104.495
1.3280	104.495
1.3290	104.007
1.3300	104.495
1.3310	104.007
1.3320	104.495
1.3330	104.495
1.3340	104.007
1.3350	104.007
1.3360	104.495
1.3370	104.495
1.3380	104.007
1.3390	104.007
1.3400	104.007
1.3410	104.007
1.3420	104.495
1.3430	104.007
1.3440	104.007
1.3450	104.007
1.3460	104.495
1.3470	104.495
1.3480	104.007
1.3490	104.495
1.3500	104.007
1.3510	104.495
1.3520	104.495
1.3530	104.495
1.3540	104.495
1.3550	104.495
1.3560	104.495
1.3570	104.495
1.3580	104.495
1.3590	104.495
1.3600	104.495
1.3610	104.495
1.3620	104.495
1.3630	104.495
1.3640	104.495
1.3650	104.495
1.3660	104.495
1.3670	104.495
1.3680	104.495
1.3690	104.495
1.3700	104.495
1.3710	104.495
1.3720	104.495
1.3730	104.495
1.3740	104.495
1.3750	104.495
1.3760	104.495
1.3770	104.495
1.3780	104.495
1.3790	104.495
1.3800	104.495
1.3810	104.495
1.3820	104.984
1.3830	104.984
1.3840	104.984
1.3850	104.984
1.3860	104.495
1.3870	104.495
1.3880	104.495
1.3890	104.984
1.3900	104.495
1.3910	104.495
1.3920	104.984
1.3930	104.495
1.3940	104.495
1.3950	104.495
1.3960	104.495
1.3970	104.495
1.3980	104.495
1.3990	104.984
1.4000	104.984
1.4010	104.984
1.4020	104.984
1.4030	104.984
1.4040	104.984
1.4050	104.984
1.4060	104.984
1.4070	104.984
1.4080	104.984
1.4090	104.984
1.4100	104.984
1.4110	104.984
1.4120	104.984
1.4130	104.984
1.4140	104.984
1.4150	104.984
1.4160	104.984
1.4170	104.984
1.4180	104.984
1.4190	104.984
1.4200	104.984
1.4210	104.984
1.4220	104.984
1.4230	104.984
1.4240	104.984
1.4250	104.984
1.4260	104.984
1.4270	104.984
1.4280	104.984
1.4290	104.984
1.4300	104.984
1.4310	104.984
1.4320	104.984
1.4330	104.984
1.4340	104.984
1.4350	104.984
1.4360	104.984
1.4370	104.984
1.4380	104.984
1.4390	104.984
1.4400	104.984
1.4410	104.984
1.4420	104.984
1.4430	104.984
1.4440	104.984
1.4450	104.984
1.4460	104.984
1.4470	104.984
1.4480	105.472
1.4490	104.984
1.4500	105.472
1.4510	104.984
1.4520	105.472
1.4530	105.472
1.4540	105.472
1.4550	104.984
1.4560	105.472
1.4570	104.984
1.4580	104.984
1.4590	105.472
1.4600	105.472
1.4610	105.472
1.4620	105.472
1.4630	105.472
1.4640	105.472
